BuildingType,PrimaryPropertyType,YearBuilt,Neighborhood,NumberofFloors,PropertyGFAParking,PropertyGFABuilding(s),ENERGYSTARScore_imputer,SiteEUIWN(kBtu/sf),GHGEmissionsIntensity,CategorieEnergie,LPUT,SLPUT,ENERGYSTARScore
NonResidential,Small- and Mid-Sized Office,1902,downtown,3,0,23563,67.0,37.5,0.26,Électricité,Medium,Medium,67.0
NonResidential,Mixed Use Property,1903,downtown,3,0,28600,72.0,44.90000153,0.85,Électricité & GazNaturel,Medium,Medium,
NonResidential,Mixed Use Property,1978,downtown,2,12379,26160,55.0,86.0,0.4,Électricité,Medium,Medium,55.0
NonResidential,Small- and Mid-Sized Office,1906,downtown,5,0,26840,24.0,68.80000305,0.52,Électricité,Medium,Medium,24.0
NonResidential,Retail Store,1906,downtown,2,0,46800,86.0,26.60000038,0.19,Électricité,Medium,Medium,86.0
NonResidential,Small- and Mid-Sized Office,1979,downtown,3,26640,37350,51.0,53.0,0.23,Électricité,Medium,Medium,51.0
NonResidential,Small- and Mid-Sized Office,1908,downtown,3,0,28800,50.0,40.70000076,1.0,Électricité & GazNaturel,Medium,Medium,50.0
NonResidential,Small- and Mid-Sized Office,1954,downtown,3,4968,28584,75.0,68.40000153,1.8,GazNaturel & Électricité,Medium,Medium,75.0
NonResidential,Retail Store,1931,downtown,2,0,26270,32.0,63.5,1.29,Électricité & GazNaturel,Medium,Medium,32.0
NonResidential,Small- and Mid-Sized Office,1926,downtown,3,7820,49800,50.0,47.90000153,0.29,Électricité,Medium,Medium,50.0
NonResidential,Mixed Use Property,1954,downtown,2,6080,22616,67.0,21.79999924,0.1,Électricité,Medium,Medium,
NonResidential,Hotel,1990,downtown,5,0,57800,87.0,42.70000076,1.15,Électricité & GazNaturel,Medium,Medium,87.0
NonResidential,Other,1955,downtown,2,0,31890,2.0,57.40000153,0.41,Électricité,Medium,Medium,2.0
NonResidential,Small- and Mid-Sized Office,1925,downtown,2,13660,30438,53.0,58.79999924,0.95,Électricité & Vapeur,Medium,Medium,53.0
NonResidential,Restaurant,1923,downtown,3,0,22381,43.333333333333336,162.0,5.66,GazNaturel & Électricité,High,High,
NonResidential,Laboratory,1926,downtown,4,0,49249,15.666666666666666,693.0999756,25.71,GazNaturel & Électricité,High,High,
NonResidential,Retail Store,1925,downtown,1,1263,23562,96.0,19.89999962,0.45,Électricité & GazNaturel,Medium,Medium,
NonResidential,Medical Office,1952,downtown,4,0,26670,51.0,61.5,0.41,Électricité,Medium,Medium,51.0
Nonresidential COS,Other,1922,downtown,2,0,37740,66.33333333333333,86.19999695,2.28,Électricité & GazNaturel,Medium,Medium,
NonResidential,Small- and Mid-Sized Office,1965,downtown,1,0,23752,74.33333333333333,50.5,1.28,Électricité & GazNaturel,Medium,Medium,
NonResidential,Hotel,1967,downtown,4,0,44416,61.0,52.0,1.64,Électricité & GazNaturel,Medium,Medium,61.0
NonResidential,Mixed Use Property,2006,downtown,2,22867,10925,3.6666666666666665,248.1000061,0.91,Électricité,Medium,Medium,
NonResidential,Worship Facility,1928,northwest,2,0,45991,77.0,28.20000076,0.79,GazNaturel & Électricité,Low,Low,77.0
NonResidential,Residence Hall,1921,northeast,3,0,21499,85.0,28.10000038,0.2,Électricité,Medium,Medium,85.0
NonResidential,Small- and Mid-Sized Office,1989,northeast,2,0,20384,16.0,71.19999695,0.68,Électricité,Medium,Medium,16.0
NonResidential,Retail Store,1956,northeast,2,0,39265,7.0,135.6000061,1.2,Électricité,Medium,Medium,
NonResidential,Retail Store,1956,northeast,2,0,54284,18.0,126.0,1.17,Électricité,Medium,Medium,18.0
NonResidential,Retail Store,1956,northeast,1,0,23409,67.0,112.0,1.21,Électricité,Medium,Medium,67.0
NonResidential,Retail Store,1997,northeast,1,0,63153,74.0,74.0,0.75,Électricité,Medium,Medium,
NonResidential,Hotel,1961,northeast,2,0,24100,91.0,53.09999847,1.93,Électricité & GazNaturel,Medium,Medium,91.0
NonResidential,Restaurant,1923,downtown,3,0,33600,42.333333333333336,140.3000031,3.04,Électricité & GazNaturel,High,High,
NonResidential,Other,1927,downtown,4,0,32356,81.0,62.20000076,2.32,Électricité & Vapeur,Medium,Medium,81.0
NonResidential,Hotel,1960,downtown,7,12960,48220,24.0,66.69999695,2.06,GazNaturel & Électricité,Medium,Medium,24.0
NonResidential,Small- and Mid-Sized Office,1978,downtown,5,11250,32256,51.0,110.5999985,2.28,Électricité & GazNaturel,Medium,Medium,51.0
NonResidential,Worship Facility,1910,northwest,2,0,23931,88.0,0.0,0.78,GazNaturel & Électricité,Low,Low,88.0
NonResidential,Worship Facility,1948,northwest,2,0,21393,57.0,45.90000153,1.53,GazNaturel & Électricité,Low,Low,57.0
NonResidential,Mixed Use Property,1990,southeast,2,0,47560,80.0,25.89999962,0.7,Électricité & GazNaturel,Low,Low,80.0
NonResidential,Senior Care Community,2006,east,6,0,62334,100.0,22.29999924,0.56,GazNaturel & Électricité,High,High,100.0
NonResidential,Residence Hall,1930,northeast,3,0,20960,64.33333333333333,79.5,3.08,GazNaturel,Medium,Medium,
NonResidential,University,1910,downtown,3,0,28800,86.66666666666667,26.89999962,0.29,Électricité,Medium,Medium,
NonResidential,K-12 School,1957,downtown,2,0,21600,72.0,65.5,1.8,GazNaturel & Électricité,Low,Low,72.0
NonResidential,K-12 School,1995,downtown,3,0,22860,43.0,43.29999924,0.28,Électricité,Low,Low,43.0
NonResidential,Worship Facility,1972,northeast,1,0,26366,88.0,37.79999924,1.22,GazNaturel & Électricité,Low,Low,88.0
NonResidential,Worship Facility,1965,southeast,2,0,21732,2.0,43.40000153,1.09,Électricité & GazNaturel,Low,Low,2.0
NonResidential,Mixed Use Property,1945,ballard,1,0,21060,86.66666666666667,15.60000038,0.32,Électricité,Low,Low,
NonResidential,Mixed Use Property,1960,ballard,4,0,20539,53.666666666666664,81.80000305,1.82,Électricité & GazNaturel,Medium,Medium,
NonResidential,Retail Store,1900,northeast,3,0,32960,71.0,24.70000076,0.17,Électricité,Medium,Medium,71.0
NonResidential,Other,1921,northeast,3,0,29636,86.66666666666667,23.20000076,0.16,Électricité,Medium,Medium,
NonResidential,Hotel,1930,northeast,3,0,20571,72.0,36.90000153,0.24,Électricité,Medium,Medium,72.0
NonResidential,Worship Facility,1926,northeast,2,0,47992,17.0,73.30000305,2.47,GazNaturel & Électricité,Low,Low,17.0
NonResidential,Residence Hall,1993,northeast,3,0,28572,16.0,125.4000015,3.13,GazNaturel & Électricité,Medium,Medium,16.0
NonResidential,Residence Hall,1982,east,15,31535,84240,94.0,17.39999962,0.17,Électricité,Medium,Medium,94.0
NonResidential,Worship Facility,2000,northeast,2,0,31386,52.0,0.0,0.86,Électricité & GazNaturel,Low,Low,52.0
Campus,K-12 School,1989,northeast,3,0,21500,44.0,73.90000153,9.43,GazNaturel & Électricité,Low,Low,44.0
NonResidential,Small- and Mid-Sized Office,2012,lake union,2,26497,57619,68.0,48.0,0.24,Électricité,Medium,Medium,68.0
NonResidential,Hotel,1925,downtown,9,0,104000,8.0,86.90000153,3.42,Mixte,Medium,Medium,8.0
NonResidential,Senior Care Community,1981,southeast,3,0,78374,98.0,57.90000153,0.3,Électricité,High,High,98.0
NonResidential,Mixed Use Property,2007,ballard,2,0,38784,18.333333333333332,56.29999924,0.67,Électricité,Low,Low,
NonResidential,Other,1969,greater duwamish,2,0,41790,68.33333333333333,54.59999847,0.8,Électricité,Medium,Medium,
NonResidential,Small- and Mid-Sized Office,1900,downtown,5,0,39960,77.0,59.79999924,1.25,Électricité & GazNaturel,Medium,Medium,77.0
NonResidential,Warehouse,1900,downtown,5,0,33300,95.0,3.0,0.02,Électricité,Low,Low,
NonResidential,Hotel,1926,downtown,11,0,36240,98.0,66.0,3.34,Mixte,Medium,Medium,98.0
NonResidential,Other,1922,downtown,3,6960,32360,62.666666666666664,83.09999847,3.7,Mixte,Medium,Medium,
NonResidential,Other,1908,downtown,5,0,41536,54.0,65.90000153,0.46,Électricité,Medium,Medium,
NonResidential,Hotel,1909,downtown,6,0,35820,94.0,99.09999847,3.65,GazNaturel,Medium,Medium,94.0
NonResidential,K-12 School,1922,southwest,2,0,33462,76.0,81.5,5.54,GazNaturel,Low,Low,76.0
NonResidential,K-12 School,1965,southwest,3,0,49744,98.0,48.70000076,1.79,GazNaturel,Low,Low,98.0
NonResidential,Worship Facility,1923,southwest,2,0,37816,60.0,41.09999847,1.15,GazNaturel & Électricité,Low,Low,60.0
NonResidential,Mixed Use Property,1926,southwest,2,0,23315,36.0,89.5,1.5,Électricité & GazNaturel,Medium,Medium,
NonResidential,Mixed Use Property,1930,southwest,2,0,20700,36.333333333333336,209.8999939,9.11,GazNaturel,Low,Low,
NonResidential,Other,1948,southwest,1,13124,28397,73.0,123.6999969,2.41,Électricité & GazNaturel,High,High,
NonResidential,Supermarket / Grocery Store,1946,southwest,2,0,25762,100.0,74.0,0.52,Électricité,High,High,100.0
NonResidential,Other,1984,southwest,1,0,33334,44.666666666666664,128.1000061,6.31,GazNaturel & Électricité,Medium,Medium,
NonResidential,Small- and Mid-Sized Office,1981,southwest,3,0,43387,60.0,59.90000153,0.79,Électricité,Medium,Medium,60.0
NonResidential,Mixed Use Property,1979,north,1,0,39350,99.33333333333333,6.5,0.05,Électricité,High,High,
NonResidential,Other,1949,north,1,0,22405,37.0,192.3000031,6.01,GazNaturel & Électricité,Medium,Medium,
SPS-District K-12,Other,2013,north,1,0,32590,70.0,46.20000076,1.32,GazNaturel & Électricité,Medium,Medium,
NonResidential,Warehouse,1985,greater duwamish,1,0,37500,36.0,31.10000038,0.35,Électricité,Low,Low,36.0
NonResidential,Medical Office,1990,central,2,0,39000,25.0,68.09999847,0.87,Électricité,Medium,Medium,25.0
NonResidential,Other,1924,southwest,1,0,22180,61.333333333333336,234.8999939,6.63,Électricité & GazNaturel,High,High,
NonResidential,Distribution Center,1969,greater duwamish,1,0,25920,5.0,46.79999924,0.48,Électricité,Low,Low,
NonResidential,Refrigerated Warehouse,1953,greater duwamish,1,0,25480,83.0,29.10000038,0.2,Électricité,Medium,Medium,
NonResidential,Warehouse,1970,greater duwamish,2,0,31000,9.0,74.69999695,0.64,Électricité,Low,Low,
NonResidential,Small- and Mid-Sized Office,1961,greater duwamish,1,0,29740,57.0,51.09999847,0.67,Électricité,Medium,Medium,57.0
NonResidential,Distribution Center,1954,greater duwamish,1,0,23236,74.33333333333333,20.79999924,0.56,Électricité & GazNaturel,Low,Low,
NonResidential,Small- and Mid-Sized Office,2009,southeast,3,0,38075,64.0,53.5,0.5,Électricité,Medium,Medium,
NonResidential,Small- and Mid-Sized Office,1970,southeast,2,0,39170,81.0,63.40000153,1.61,Électricité & GazNaturel,Medium,Medium,81.0
Nonresidential COS,Other,1977,southeast,1,0,36070,99.33333333333333,23.20000076,0.28,Électricité,High,High,
NonResidential,Other,1963,southeast,2,0,20047,79.66666666666667,6.400000095,0.04,Électricité,Low,Low,
NonResidential,Retail Store,1914,greater duwamish,1,0,20000,75.0,27.89999962,0.19,Électricité,Medium,Medium,75.0
NonResidential,Warehouse,1955,greater duwamish,2,0,32400,91.0,7.599999905,0.05,Électricité,Low,Low,91.0
NonResidential,Supermarket / Grocery Store,1962,magnolia / queen anne,1,0,25159,38.0,350.5,9.85,Électricité & GazNaturel,High,High,38.0
Nonresidential COS,Other,1948,magnolia / queen anne,1,0,27247,92.66666666666667,101.0,3.05,GazNaturel & Électricité,High,High,
NonResidential,Distribution Center,1955,greater duwamish,1,0,26680,92.0,7.199999809,0.06,Électricité,Low,Low,92.0
NonResidential,Warehouse,1953,delridge,1,0,31521,6.0,57.79999924,1.96,GazNaturel & Électricité,Low,Low,6.0
NonResidential,Warehouse,1951,greater duwamish,1,0,24000,12.666666666666666,62.90000153,1.94,GazNaturel & Électricité,Low,Low,
NonResidential,Self-Storage Facility,1952,greater duwamish,1,0,21900,45.333333333333336,75.5,3.0,GazNaturel,Low,Low,
NonResidential,Warehouse,1961,greater duwamish,1,0,38005,52.333333333333336,21.10000038,0.28,Électricité,Low,Low,
NonResidential,Distribution Center,1998,greater duwamish,1,0,35579,72.0,35.40000153,1.1,GazNaturel & Électricité,Low,Low,72.0
NonResidential,Distribution Center,1975,greater duwamish,1,0,49950,77.0,4.800000191,0.03,Électricité,Low,Low,77.0
NonResidential,Worship Facility,1947,magnolia / queen anne,2,0,22612,87.0,37.79999924,1.4,GazNaturel,Low,Low,87.0
NonResidential,Other,1976,north,2,0,38787,9.0,90.59999847,1.74,Électricité & GazNaturel,Low,Low,
NonResidential,Self-Storage Facility,1988,north,2,0,50368,71.0,17.79999924,0.57,GazNaturel & Électricité,Low,Low,
NonResidential,Warehouse,1938,greater duwamish,1,0,30545,12.0,60.90000153,2.01,GazNaturel & Électricité,Low,Low,12.0
NonResidential,K-12 School,1922,magnolia / queen anne,3,0,32691,99.0,32.70000076,0.91,GazNaturel & Électricité,Low,Low,99.0
NonResidential,Worship Facility,1963,magnolia / queen anne,2,0,24227,55.0,47.29999924,1.96,GazNaturel,Low,Low,55.0
NonResidential,Distribution Center,1956,greater duwamish,1,0,27000,61.0,27.20000076,0.7,Électricité & GazNaturel,Low,Low,61.0
NonResidential,Small- and Mid-Sized Office,1957,lake union,2,0,21183,99.0,25.89999962,0.12,Électricité,Medium,Medium,99.0
NonResidential,Small- and Mid-Sized Office,1961,lake union,3,3834,25558,91.0,27.39999962,0.21,Électricité,Medium,Medium,91.0
NonResidential,Large Office,1985,lake union,5,55504,82234,62.0,58.90000153,0.24,Électricité,Medium,Medium,62.0
NonResidential,Residence Hall,1988,lake union,3,0,21118,49.0,67.59999847,1.87,Électricité & GazNaturel,Medium,Medium,49.0
NonResidential,Large Office,2013,lake union,5,79284,126842,98.0,40.79999924,0.35,Électricité,Medium,Medium,98.0
NonResidential,Small- and Mid-Sized Office,1900,lake union,2,0,20500,48.0,64.69999695,0.55,Électricité,Medium,Medium,48.0
NonResidential,Senior Care Community,1966,ballard,2,31000,3636,3.0,355.7000122,13.88,GazNaturel,High,High,3.0
NonResidential,Worship Facility,1930,northeast,2,0,25521,82.0,26.89999962,0.61,Électricité & GazNaturel,Low,Low,82.0
NonResidential,K-12 School,1986,northeast,1,0,23190,79.0,83.19999695,2.94,GazNaturel,Low,Low,79.0
NonResidential,Small- and Mid-Sized Office,1960,northwest,1,0,20678,98.0,37.90000153,1.58,GazNaturel,Medium,Medium,98.0
NonResidential,K-12 School,1922,northwest,3,0,28820,43.0,87.59999847,3.69,GazNaturel,Low,Low,43.0
NonResidential,Worship Facility,1954,southeast,2,0,27876,69.0,46.79999924,2.47,GazNaturel & Électricité,Low,Low,69.0
SPS-District K-12,K-12 School,1925,magnolia / queen anne,1,0,48789,94.0,29.10000038,0.6,Électricité & GazNaturel,Low,Low,94.0
NonResidential,Senior Care Community,1966,southeast,2,7233,41649,51.0,168.1000061,4.81,GazNaturel & Électricité,High,High,51.0
NonResidential,Warehouse,1977,greater duwamish,1,0,22320,62.0,20.70000076,0.14,Électricité,Low,Low,62.0
NonResidential,Other,1976,greater duwamish,1,0,47105,34.333333333333336,225.8000031,7.39,GazNaturel & Électricité,Medium,Medium,
NonResidential,Small- and Mid-Sized Office,1982,greater duwamish,2,0,40029,69.0,39.40000153,0.26,Électricité,Medium,Medium,69.0
NonResidential,Small- and Mid-Sized Office,1970,greater duwamish,2,0,28304,67.0,48.70000076,0.31,Électricité,Medium,Medium,67.0
NonResidential,Other,1970,greater duwamish,1,0,26400,99.33333333333333,16.29999924,0.12,Électricité,High,High,
NonResidential,Warehouse,1968,greater duwamish,1,0,27680,45.333333333333336,69.30000305,2.34,GazNaturel & Électricité,Low,Low,
NonResidential,Small- and Mid-Sized Office,1969,greater duwamish,2,0,25872,58.333333333333336,71.69999695,1.77,Électricité & GazNaturel,Medium,Medium,
NonResidential,Small- and Mid-Sized Office,1969,greater duwamish,2,0,25872,41.0,100.0,3.17,GazNaturel & Électricité,Medium,Medium,41.0
NonResidential,Warehouse,1969,greater duwamish,1,0,20500,65.0,10.39999962,0.08,Électricité,Low,Low,65.0
NonResidential,Small- and Mid-Sized Office,1958,lake union,2,0,21436,95.0,26.10000038,0.17,Électricité,Medium,Medium,95.0
NonResidential,Mixed Use Property,1998,northeast,1,0,20233,95.66666666666667,34.09999847,0.9,Électricité & GazNaturel,Medium,Medium,
NonResidential,Small- and Mid-Sized Office,2006,lake union,4,12400,27526,91.0,37.70000076,0.36,Électricité,Medium,Medium,
NonResidential,Small- and Mid-Sized Office,1985,lake union,3,8110,23307,94.0,46.20000076,0.89,Électricité & GazNaturel,Medium,Medium,94.0
NonResidential,Self-Storage Facility,1928,downtown,6,0,46580,79.33333333333333,16.70000076,0.11,Électricité,Low,Low,
NonResidential,Retail Store,1916,downtown,2,0,25920,5.0,18.5,0.13,Électricité,Medium,Medium,5.0
NonResidential,Retail Store,1919,downtown,2,0,25920,93.0,26.89999962,0.53,Électricité,Medium,Medium,93.0
NonResidential,Hotel,1910,downtown,8,0,61721,93.0,53.5,0.6,Électricité,Other,Other,93.0
NonResidential,Small- and Mid-Sized Office,1919,downtown,2,0,25920,75.0,81.09999847,1.79,Électricité & GazNaturel,Medium,Medium,75.0
NonResidential,Small- and Mid-Sized Office,1925,east,4,0,39760,92.0,69.0,3.77,Vapeur,Medium,Medium,92.0
NonResidential,Other,1920,east,3,0,30971,53.666666666666664,96.0,3.06,Électricité & GazNaturel,Medium,Medium,
NonResidential,Small- and Mid-Sized Office,1946,east,3,0,22667,1.0,182.6999969,6.55,Électricité & Vapeur,Medium,Medium,1.0
NonResidential,Warehouse,1927,lake union,2,0,33840,28.333333333333332,69.09999847,1.8,Électricité & GazNaturel,Low,Low,
NonResidential,Mixed Use Property,2001,lake union,3,9226,32601,47.0,102.5,2.63,Électricité & GazNaturel,Medium,Medium,
NonResidential,Small- and Mid-Sized Office,2001,lake union,5,6010,27730,79.0,52.29999924,0.27,Électricité,Medium,Medium,79.0
NonResidential,Retail Store,1911,lake union,2,0,20516,98.0,61.09999847,2.05,GazNaturel,Medium,Medium,98.0
NonResidential,Retail Store,1906,lake union,3,0,27480,88.0,39.29999924,0.31,Électricité,Medium,Medium,88.0
NonResidential,Mixed Use Property,1947,lake union,1,0,46958,95.0,38.70000076,0.65,Électricité,Medium,Medium,95.0
NonResidential,Distribution Center,1984,lake union,1,0,26532,5.0,85.19999695,2.51,GazNaturel & Électricité,Low,Low,5.0
NonResidential,Small- and Mid-Sized Office,1981,lake union,2,0,22388,77.33333333333333,27.0,0.42,Électricité,Medium,Medium,
NonResidential,Other,1969,lake union,1,0,30730,30.333333333333332,106.4000015,2.39,Électricité & GazNaturel,Medium,Medium,
NonResidential,Small- and Mid-Sized Office,1986,lake union,2,0,35600,47.0,59.59999847,0.52,Électricité,Medium,Medium,47.0
NonResidential,Worship Facility,1949,magnolia / queen anne,3,0,62000,81.0,34.70000076,1.33,GazNaturel,Low,Low,81.0
NonResidential,Small- and Mid-Sized Office,1981,magnolia / queen anne,2,0,23600,82.0,35.59999847,0.23,Électricité,Medium,Medium,82.0
NonResidential,Small- and Mid-Sized Office,1986,magnolia / queen anne,3,0,40067,43.0,57.5,0.4,Électricité,Medium,Medium,43.0
NonResidential,Small- and Mid-Sized Office,1989,magnolia / queen anne,3,6922,19497,67.0,40.70000076,0.28,Électricité,Medium,Medium,67.0
