BuildingType,PrimaryPropertyType,Neighborhood,YearBuilt,NumberofFloors,PropertyGFAParking,PropertyGFABuilding(s),ENERGYSTARScore,SiteEUIWN(kBtu/sf),GHGEmissionsIntensity,CategorieEnergie,ZipCode,TaxParcelId,LargestPropertyUseType
NonResidential,Small- and Mid-Sized Office,downtown,1909,7,0,36000,40.0,53.40000153,0.33,Électricité,98104.0,76662,Office
NonResidential,Warehouse,greater duwamish,1938,2,0,41276,,69.80000305,2.34,GazNaturel & Électricité,98111.0,76662,Non-Refrigerated Warehouse
NonResidential,Refrigerated Warehouse,greater duwamish,1937,2,0,24430,,53.29999924,0.97,Électricité,98134.0,76662,Refrigerated Warehouse
NonResidential,Small- and Mid-Sized Office,greater duwamish,1927,1,0,22580,90.0,41.5,0.43,Électricité,98134.0,76662,Office
NonResidential,Warehouse,central,1926,1,0,20000,18.0,43.90000153,1.68,GazNaturel,98122.0,80610,Non-Refrigerated Warehouse
NonResidential,Warehouse,central,1954,1,0,42000,,54.70000076,1.95,GazNaturel,98122.0,80610,Non-Refrigerated Warehouse
NonResidential,Self-Storage Facility,central,1962,1,0,24248,,5.699999809,0.03,Électricité,98122.0,32250,Self-Storage Facility
NonResidential,Senior Care Community,north,2009,6,0,244500,100.0,46.29999924,1.2,Électricité & GazNaturel,98133.0,32260,Senior Care Community
NonResidential,Warehouse,greater duwamish,1932,1,0,24617,,4.800000191,0.03,Électricité,98134.0,35732,Non-Refrigerated Warehouse
NonResidential,Other,greater duwamish,2009,3,84710,42355,,79.40000153,0.18,Électricité,98134.0,35737,Parking
NonResidential,Retail Store,greater duwamish,1964,1,0,37247,69.0,53.40000153,1.57,GazNaturel & Électricité,98134.0,35737,Retail Store
NonResidential,Retail Store,ballard,1993,1,0,25384,11.0,136.6999969,3.04,Électricité & GazNaturel,98117.0,75150,Retail Store
NonResidential,Small- and Mid-Sized Office,greater duwamish,1910,3,0,49052,96.0,34.0,0.2,Électricité,98134.0,76662,Office
NonResidential,Warehouse,greater duwamish,1900,2,0,52110,34.0,21.0,0.48,GazNaturel,98134.0,76662,Non-Refrigerated Warehouse
NonResidential,Small- and Mid-Sized Office,greater duwamish,1937,2,0,39036,,39.59999847,1.01,Électricité & GazNaturel,98134.0,76662,Office
NonResidential,Small- and Mid-Sized Office,greater duwamish,1923,1,0,26310,96.0,24.79999924,0.57,Électricité,98134.0,76662,Office
NonResidential,Retail Store,southeast,1966,1,0,37883,88.0,240.3000031,10.9,GazNaturel & Électricité,98118.0,81131,Retail Store
NonResidential,K-12 School,delridge,1962,3,0,29874,95.0,47.09999847,1.82,GazNaturel,98126.0,81231,K-12 School
NonResidential,Worship Facility,magnolia / queen anne,1965,1,0,20140,35.0,52.90000153,2.34,GazNaturel,98199.0,81277,Worship Facility
NonResidential,Self-Storage Facility,northwest,1990,2,31389,40485,,19.39999962,0.63,GazNaturel & Électricité,98133.0,36260,Self-Storage Facility
NonResidential,Small- and Mid-Sized Office,central,1971,2,0,39953,93.0,53.5,0.7,Électricité,98144.0,36461,Office
NonResidential,Retail Store,central,1998,2,0,21200,15.0,78.0,0.55,Électricité,98144.0,36461,Retail Store
NonResidential,Supermarket / Grocery Store,central,1980,1,0,30630,27.0,200.3999939,1.38,Électricité,98144.0,36461,Supermarket/Grocery Store
NonResidential,Retail Store,central,1980,2,0,23421,25.0,83.5,0.56,Électricité,98144.0,36461,Retail Store
SPS-District K-12,K-12 School,ballard,1931,3,0,117116,83.0,55.5,2.19,GazNaturel,98117.0,75185,K-12 School
NonResidential,Worship Facility,ballard,1928,2,0,24120,66.0,42.5,1.31,GazNaturel & Électricité,98117.0,75185,Worship Facility
NonResidential,Worship Facility,ballard,1929,3,0,35736,88.0,37.59999847,1.43,GazNaturel,98117.0,75185,Worship Facility
NonResidential,Warehouse,greater duwamish,1941,1,0,51050,10.0,27.39999962,0.54,Électricité & GazNaturel,98134.0,76662,Non-Refrigerated Warehouse
NonResidential,Retail Store,greater duwamish,1954,2,0,21900,40.0,65.69999695,1.95,GazNaturel & Électricité,98134.0,76662,Retail Store
NonResidential,Distribution Center,greater duwamish,1952,1,0,16300,100.0,2.299999952,0.1,Électricité,98134.0,76662,Distribution Center
NonResidential,Warehouse,greater duwamish,1964,1,0,33462,1.0,41.40000153,0.29,Électricité,98134.0,76662,Non-Refrigerated Warehouse
NonResidential,Mixed Use Property,greater duwamish,1952,1,0,35310,,52.0,1.27,GazNaturel & Électricité,98134.0,76662,Other
NonResidential,Other,greater duwamish,1962,3,0,36140,,134.0,0.9,Électricité,98108.0,81591,Other
NonResidential,Other,downtown,1991,2,21384,26579,,277.5,6.23,GazNaturel & Électricité,98144.0,81701,Other - Mall
NonResidential,Warehouse,downtown,1930,1,0,23903,65.0,21.29999924,0.6,GazNaturel & Électricité,98104.0,81701,Non-Refrigerated Warehouse
NonResidential,Self-Storage Facility,northeast,1947,3,0,22522,,28.0,1.04,GazNaturel,98115.0,36587,Self-Storage Facility
NonResidential,Self-Storage Facility,northeast,1996,4,0,38959,,24.70000076,0.61,Électricité & GazNaturel,98115.0,36587,Self-Storage Facility
NonResidential,Warehouse,greater duwamish,1928,2,0,25955,,46.90000153,0.33,Électricité,98144.0,36839,Non-Refrigerated Warehouse
Campus,K-12 School,east,1923,4,0,46100,75.0,52.29999924,1.7,Mixte,98104.0,53921,K-12 School
NonResidential,Worship Facility,northwest,1951,2,0,21936,96.0,31.29999924,1.31,GazNaturel,98133.0,89110,Worship Facility
NonResidential,Other,north,1960,1,0,25406,,97.80000305,1.65,Électricité,98125.0,88229,"Personal Services (Health/Beauty, Dry Cleaning, etc)"
NonResidential,Small- and Mid-Sized Office,southeast,1967,2,0,23250,55.0,40.40000153,0.27,Électricité,98118.0,39299,Office
NonResidential,Warehouse,greater duwamish,1960,1,0,30000,32.0,108.1999969,4.02,GazNaturel,98134.0,39579,Non-Refrigerated Warehouse
Nonresidential COS,Warehouse,greater duwamish,1962,1,0,45036,,47.40000153,1.1,Électricité & GazNaturel,98108.0,39589,Non-Refrigerated Warehouse
NonResidential,Mixed Use Property,downtown,2009,39,112124,962428,65.0,43.79999924,0.42,Électricité,98101.0,63640,Multifamily Housing
NonResidential,University,magnolia / queen anne,1959,2,0,122679,,170.8999939,4.8,GazNaturel & Électricité,98119.0,89000,College/University
Campus,University,magnolia / queen anne,1945,2,0,537000,,181.3000031,7.02,GazNaturel,98119.0,89000,College/University
NonResidential,Small- and Mid-Sized Office,north,1980,4,0,23022,78.0,46.70000076,0.64,Électricité,98125.0,89025,Office
NonResidential,Refrigerated Warehouse,greater duwamish,1967,1,0,27263,,88.5,0.63,Électricité,98134.0,39589,Refrigerated Warehouse
NonResidential,Warehouse,greater duwamish,1962,1,0,31569,12.0,101.4000015,3.98,GazNaturel,98134.0,39589,Non-Refrigerated Warehouse
NonResidential,Warehouse,greater duwamish,1956,1,0,22509,57.0,7.900000095,0.06,Électricité,98134.0,39589,Non-Refrigerated Warehouse
NonResidential,Warehouse,greater duwamish,1956,1,0,39984,75.0,29.10000038,0.92,GazNaturel & Électricité,98134.0,39589,Non-Refrigerated Warehouse
NonResidential,Worship Facility,east,1906,1,0,26440,91.0,31.29999924,1.06,GazNaturel & Électricité,98102.0,68527,Worship Facility
NonResidential,Self-Storage Facility,greater duwamish,1956,2,0,28800,,44.0,1.02,Électricité & GazNaturel,98144.0,71338,Self-Storage Facility
NonResidential,K-12 School,central,2009,2,0,28500,92.0,41.79999924,1.0,Électricité & GazNaturel,98122.0,91030,K-12 School
NonResidential,Restaurant,lake union,1978,2,0,26519,,140.1999969,3.67,Électricité & GazNaturel,98109.0,40888,Restaurant
NonResidential,Mixed Use Property,lake union,1988,2,15402,19237,,370.8999939,14.89,GazNaturel & Électricité,98109.0,40888,Restaurant
NonResidential,Other,magnolia / queen anne,1921,2,0,26300,,141.1000061,4.45,GazNaturel & Électricité,98109.0,40888,Other - Entertainment/Public Assembly
NonResidential,Restaurant,lake union,1962,2,0,34072,,205.6999969,6.66,GazNaturel & Électricité,98109.0,40888,Restaurant
NonResidential,Small- and Mid-Sized Office,lake union,1949,3,0,23355,77.0,38.40000153,0.25,Électricité,98109.0,40888,Office
NonResidential,Small- and Mid-Sized Office,magnolia / queen anne,1965,4,0,30840,30.0,126.1999969,3.28,Électricité & GazNaturel,98109.0,40888,Office
NonResidential,Other,northeast,1946,1,0,20332,,21.20000076,0.54,Électricité & GazNaturel,98115.0,71692,Other
NonResidential,Worship Facility,central,1900,1,0,21850,100.0,16.5,0.6,GazNaturel,98122.0,91847,Worship Facility
NonResidential,Mixed Use Property,northeast,1997,4,6985,25297,,59.29999924,1.07,Électricité & GazNaturel,98105.0,91912,Multifamily Housing
NonResidential,Large Office,downtown,1983,13,83064,224493,,41.5,0.22,Électricité,98104.0,91959,Office
NonResidential,Self-Storage Facility,magnolia / queen anne,1918,2,0,28309,,17.60000038,0.42,Électricité & GazNaturel,98109.0,52448,Self-Storage Facility
NonResidential,Hotel,downtown,1914,4,0,45500,77.0,64.5,2.68,Mixte,98104.0,52478,Hotel
NonResidential,Small- and Mid-Sized Office,downtown,1900,5,0,38376,,67.69999695,0.37,Électricité,98104.0,52478,Office
NonResidential,Small- and Mid-Sized Office,downtown,1900,4,0,42804,,52.0,1.09,GazNaturel & Électricité,98104.0,52478,Office
NonResidential,Mixed Use Property,downtown,2005,5,0,57600,,145.3999939,3.88,GazNaturel & Électricité,98104.0,52478,Residence Hall/Dormitory
NonResidential,Small- and Mid-Sized Office,downtown,1900,4,0,33300,,40.70000076,0.56,Électricité,98104.0,52478,Office
NonResidential,Other,downtown,1900,3,0,22200,,10.39999962,0.32,GazNaturel & Électricité,98104.0,52478,Other
NonResidential,Warehouse,magnolia / queen anne,1968,2,0,29498,,136.0,1.7,Électricité,98109.0,40888,Non-Refrigerated Warehouse
NonResidential,Warehouse,lake union,1938,1,0,23050,27.0,21.10000038,0.14,Électricité,98103.0,40888,Non-Refrigerated Warehouse
NonResidential,Small- and Mid-Sized Office,lake union,2008,4,0,48350,45.0,74.69999695,0.46,Électricité,98103.0,40888,
NonResidential,Retail Store,northeast,1930,1,0,46059,82.0,36.0,0.45,Électricité,98105.0,40923,Retail Store
NonResidential,Medical Office,northeast,1970,2,0,23595,72.0,34.90000153,0.28,Électricité,98115.0,92214,Medical Office
NonResidential,Small- and Mid-Sized Office,downtown,1900,3,0,28142,96.0,32.40000153,1.21,Mixte,98104.0,52478,Office
NonResidential,Small- and Mid-Sized Office,downtown,1900,3,0,28760,,112.0,4.33,Mixte,98104.0,52478,Office
NonResidential,Small- and Mid-Sized Office,downtown,1902,4,0,39030,99.0,20.0,0.35,Électricité,98104.0,52478,Office
NonResidential,Small- and Mid-Sized Office,downtown,1909,3,0,47215,58.0,46.40000153,1.35,Électricité & GazNaturel,98104.0,52478,Office
Nonresidential COS,Other,east,1926,2,27000,34580,,123.8000031,1.13,Électricité,98122.0,60035,Other
NonResidential,Small- and Mid-Sized Office,east,1917,3,0,30720,,44.29999924,0.83,Électricité,98122.0,60035,Office
NonResidential,Mixed Use Property,east,1916,2,0,20640,,19.29999924,0.14,Électricité,98122.0,60035,Retail Store
NonResidential,Mixed Use Property,east,1912,2,0,34914,,41.79999924,0.27,Électricité,98122.0,60035,Retail Store
NonResidential,Small- and Mid-Sized Office,east,1906,3,0,20897,,60.5,0.85,Électricité,98122.0,60035,Office
NonResidential,Retail Store,east,1916,2,0,36940,100.0,9.100000381,0.06,Électricité,98122.0,60035,Retail Store
NonResidential,Small- and Mid-Sized Office,east,1913,3,0,22866,,53.09999847,0.91,Électricité,98122.0,60035,Office
NonResidential,Retail Store,east,1920,1,0,30240,78.0,40.0,0.6,Électricité,98122.0,60035,Retail Store
NonResidential,Other,northeast,1962,2,0,28586,,187.8999939,1.24,Électricité,98105.0,40923,Other
NonResidential,Hotel,downtown,1908,3,0,28800,,161.3000031,6.61,GazNaturel,98104.0,52478,Hotel
NonResidential,Restaurant,downtown,1913,3,0,28800,,32.5,1.01,GazNaturel & Électricité,98104.0,52478,
NonResidential,Small- and Mid-Sized Office,downtown,1979,3,0,35202,2.0,108.0999985,0.71,Électricité,98104.0,52478,Office
NonResidential,Senior Care Community,east,1969,6,26082,69035,1.0,107.6999969,1.93,Électricité & GazNaturel,98101.0,87256,Senior Care Community
NonResidential,Worship Facility,east,1910,2,0,24600,69.0,14.10000038,0.23,Électricité,98122.0,87256,Worship Facility
NonResidential,Worship Facility,east,1900,1,0,48850,,34.29999924,1.33,Vapeur,98104.0,85904,Worship Facility
NonResidential,Hospital,southwest,1961,3,0,54863,100.0,18.79999924,0.26,Électricité,98116.0,92742,Hospital (General Medical & Surgical)
NonResidential,Warehouse,greater duwamish,1964,1,0,25000,,81.80000305,2.64,GazNaturel & Électricité,98108.0,52633,Non-Refrigerated Warehouse
NonResidential,Warehouse,greater duwamish,1960,1,0,25000,,13.69999981,0.34,Électricité & GazNaturel,98134.0,52633,Non-Refrigerated Warehouse
NonResidential,Other,greater duwamish,1927,1,0,22622,,37.90000153,1.17,GazNaturel & Électricité,98108.0,52633,Manufacturing/Industrial Plant
NonResidential,Small- and Mid-Sized Office,east,1917,3,0,27544,94.0,48.79999924,0.63,Électricité,98122.0,87256,Office
NonResidential,Small- and Mid-Sized Office,downtown,1989,7,0,47415,,45.59999847,0.22,Électricité,98121.0,92926,Office
NonResidential,Other,magnolia / queen anne,1961,3,0,22960,,106.5999985,4.15,GazNaturel,98109.0,93013,Other - Entertainment/Public Assembly
NonResidential,Supermarket / Grocery Store,east,1998,1,0,44739,17.0,335.3999939,8.79,Électricité & GazNaturel,98112.0,60035,Supermarket/Grocery Store
NonResidential,Mixed Use Property,northeast,1948,1,0,22778,,61.20000076,5.31,GazNaturel,98105.0,60125,Retail Store
NonResidential,Worship Facility,ballard,1956,2,0,21562,20.0,46.59999847,1.73,GazNaturel,98117.0,60215,Worship Facility
NonResidential,Other,central,1959,1,0,25753,,62.59999847,2.43,GazNaturel,98122.0,53171,Other - Entertainment/Public Assembly
NonResidential,Other,east,1928,3,0,71280,,325.5,12.09,GazNaturel & Électricité,98112.0,53171,Other - Recreation
NonResidential,Senior Care Community,east,1963,16,0,153312,51.0,99.59999847,5.17,GazNaturel & Électricité,98112.0,53181,Senior Care Community
NonResidential,Mixed Use Property,downtown,2009,19,201857,1004813,87.0,55.0,0.33,Électricité,98121.0,87297,Office
NonResidential,Worship Facility,southeast,1968,1,0,24200,73.0,37.20000076,0.92,Électricité & GazNaturel,98118.0,88000,Worship Facility
NonResidential,Residence Hall,magnolia / queen anne,1981,4,2211,21302,,83.5,2.12,Électricité & GazNaturel,98109.0,93013,Residence Hall/Dormitory
NonResidential,Self-Storage Facility,delridge,1994,3,0,66610,,11.10000038,0.28,Électricité & GazNaturel,98126.0,93580,Self-Storage Facility
NonResidential,Other,greater duwamish,1950,1,0,36000,,108.0,1.63,Électricité,98134.0,61729,Other
NonResidential,K-12 School,northwest,1938,2,0,23222,62.0,88.80000305,2.37,GazNaturel,98133.0,61401,K-12 School
NonResidential,Mixed Use Property,east,1924,2,0,24476,,117.1999969,3.75,GazNaturel & Électricité,98122.0,88049,Fitness Center/Health Club/Gym
NonResidential,Retail Store,east,1910,2,0,24750,,40.20000076,1.13,GazNaturel & Électricité,98122.0,88049,Retail Store
NonResidential,K-12 School,east,1904,3,0,60000,52.0,80.5,2.03,GazNaturel & Électricité,98122.0,88049,K-12 School
NonResidential,Other,east,1954,2,0,46560,,15.80000019,0.37,Électricité & GazNaturel,98122.0,88049,Other - Entertainment/Public Assembly
NonResidential,Other,magnolia / queen anne,1980,3,0,30408,61.0,58.79999924,0.33,Électricité,98109.0,88079,Bank Branch
NonResidential,Small- and Mid-Sized Office,magnolia / queen anne,1920,3,0,30109,89.0,56.0,1.13,Électricité & GazNaturel,98109.0,88079,Office
NonResidential,Small- and Mid-Sized Office,magnolia / queen anne,1960,2,0,25481,92.0,41.29999924,1.51,GazNaturel,98119.0,94058,Office
NonResidential,Senior Care Community,southeast,1967,1,0,141297,76.0,144.1999969,5.08,GazNaturel & Électricité,98118.0,94124,Senior Care Community
NonResidential,Small- and Mid-Sized Office,lake union,1912,2,0,27788,73.0,56.79999924,1.3,Électricité,98109.0,68492,Office
NonResidential,Hotel,northwest,1990,4,8584,33120,73.0,47.29999924,1.4,GazNaturel & Électricité,98133.0,61497,Hotel
NonResidential,Warehouse,greater duwamish,1941,2,0,22324,53.0,34.40000153,1.0,GazNaturel & Électricité,98134.0,61729,Non-Refrigerated Warehouse
NonResidential,Other,greater duwamish,1946,2,0,31360,,58.90000153,1.26,Électricité & GazNaturel,98134.0,61729,Other - Entertainment/Public Assembly
NonResidential,Mixed Use Property,greater duwamish,1947,1,0,30496,,68.0,1.51,Électricité & GazNaturel,98134.0,61729,Retail Store
NonResidential,Small- and Mid-Sized Office,east,1922,3,0,27600,84.0,49.40000153,0.46,Électricité,98122.0,88049,Office
NonResidential,Senior Care Community,northwest,1961,2,0,55974,98.0,114.5,3.63,GazNaturel & Électricité,98103.0,95211,Senior Care Community
NonResidential,Senior Care Community,north,1954,1,0,22583,95.0,94.0,3.14,GazNaturel & Électricité,98125.0,40778,Senior Care Community
NonResidential,Small- and Mid-Sized Office,lake union,1997,3,7358,24328,35.0,72.80000305,0.51,Électricité,98103.0,40833,Office
NonResidential,Small- and Mid-Sized Office,lake union,1981,3,6034,20660,92.0,29.5,0.19,Électricité,98103.0,40833,Office
NonResidential,Warehouse,northwest,1972,1,0,29400,69.0,9.100000381,0.05,Électricité,98133.0,63000,Non-Refrigerated Warehouse
NonResidential,Hotel,greater duwamish,1992,3,0,22452,85.0,56.5,1.87,GazNaturel & Électricité,98108.0,69207,Hotel
NonResidential,Other,northeast,1912,2,0,25767,22.0,92.90000153,0.43,Électricité,98105.0,88164,Bank Branch
NonResidential,Retail Store,northeast,1953,4,0,33910,75.0,65.59999847,1.13,Électricité & GazNaturel,98105.0,88164,Retail Store
NonResidential,Worship Facility,northeast,1927,2,0,78401,,36.29999924,1.11,GazNaturel & Électricité,98105.0,88164,Worship Facility
NonResidential,Warehouse,lake union,1979,2,0,78716,38.0,54.79999924,0.61,Électricité,98103.0,40833,Non-Refrigerated Warehouse
NonResidential,K-12 School,lake union,1910,2,0,33300,92.0,61.90000153,2.08,GazNaturel,98103.0,40838,K-12 School
NonResidential,Supermarket / Grocery Store,lake union,1957,1,0,28808,29.0,303.2000122,7.87,Électricité & GazNaturel,98103.0,40838,Supermarket/Grocery Store
NonResidential,Small- and Mid-Sized Office,northeast,1957,1,7004,20962,58.0,56.40000153,0.27,Électricité,98105.0,88164,Office
NonResidential,Supermarket / Grocery Store,northeast,1950,1,0,26226,37.0,301.8999939,5.96,Électricité,98105.0,88164,Supermarket/Grocery Store
NonResidential,Mixed Use Property,northeast,1976,2,15755,19193,17.0,63.79999924,0.23,Électricité,98105.0,88164,Bank Branch
NonResidential,Small- and Mid-Sized Office,lake union,1998,3,9999,27640,,221.3999939,1.15,Électricité,98102.0,40888,Office
NonResidential,Other,downtown,1900,1,0,21420,,41.79999924,0.45,Électricité,98104.0,52478,Museum
NonResidential,Small- and Mid-Sized Office,downtown,1900,1,0,20880,94.0,32.70000076,0.23,Électricité,98104.0,52478,Office
NonResidential,Mixed Use Property,downtown,1966,3,0,26000,,40.90000153,0.72,Électricité,98104.0,52478,Office
NonResidential,Small- and Mid-Sized Office,downtown,1900,3,0,38675,,119.4000015,1.14,Électricité & GazNaturel,98104.0,52478,Office
Nonresidential COS,Small- and Mid-Sized Office,downtown,1929,4,0,49951,,101.4000015,3.71,GazNaturel & Électricité,98104.0,52478,Office
NonResidential,Medical Office,southeast,2010,2,0,25880,8.0,75.59999847,0.77,Électricité,98118.0,71293,Medical Office
NonResidential,Worship Facility,northeast,1927,3,0,41013,,34.59999847,0.91,GazNaturel & Électricité,98105.0,88239,Worship Facility
NonResidential,Other,northeast,2004,2,0,21075,,81.40000153,2.56,GazNaturel & Électricité,98105.0,88239,Social/Meeting Hall
NonResidential,Worship Facility,northeast,1950,3,0,46485,83.0,26.39999962,1.01,GazNaturel & Électricité,98133.0,95281,Worship Facility
NonResidential,Small- and Mid-Sized Office,northwest,1965,4,0,56896,96.0,37.0,0.5,Électricité,98115.0,95281,Office
NonResidential,Worship Facility,northwest,1978,2,0,27500,60.0,23.79999924,0.54,Électricité & GazNaturel,98115.0,95281,Worship Facility
NonResidential,Small- and Mid-Sized Office,downtown,1930,2,0,36630,90.0,16.39999962,0.1,Électricité,98104.0,52478,Office
NonResidential,Small- and Mid-Sized Office,downtown,1900,3,0,26830,,79.69999695,2.27,Électricité & GazNaturel,98104.0,52478,Office
NonResidential,Small- and Mid-Sized Office,downtown,1906,5,0,41920,95.0,26.29999924,0.18,Électricité,98104.0,52478,Office
NonResidential,Small- and Mid-Sized Office,downtown,1905,5,0,36879,92.0,37.79999924,0.73,Électricité,98104.0,52478,Office
NonResidential,Other,downtown,1904,6,0,29820,,54.5,1.2,Électricité & GazNaturel,98104.0,52478,Other - Lodging/Residential
NonResidential,Small- and Mid-Sized Office,downtown,1905,2,0,33640,70.0,41.90000153,0.22,Électricité,98104.0,52478,Office
NonResidential,Warehouse,downtown,1906,4,0,43484,18.0,36.0,0.25,Électricité,98104.0,52478,Non-Refrigerated Warehouse
NonResidential,Mixed Use Property,downtown,1900,3,0,22480,,34.09999847,0.3,Électricité,98104.0,52478,Office
NonResidential,Hotel,downtown,1925,4,0,33018,49.0,175.5,5.26,GazNaturel & Électricité,98104.0,52478,Hotel
NonResidential,Small- and Mid-Sized Office,downtown,1970,2,0,26510,91.0,33.0,0.42,Électricité,98134.0,52478,Office
NonResidential,Warehouse,lake union,1938,1,0,40028,80.0,19.0,0.17,Électricité,98105.0,42069,Non-Refrigerated Warehouse
NonResidential,Small- and Mid-Sized Office,lake union,2007,3,18228,26282,23.0,85.59999847,0.34,Électricité,98105.0,42069,Office
NonResidential,Worship Facility,north,1954,1,0,21624,90.0,33.79999924,0.97,GazNaturel & Électricité,98125.0,88209,Worship Facility
NonResidential,Small- and Mid-Sized Office,downtown,1993,3,0,21600,,70.09999847,1.5,Électricité & GazNaturel,98104.0,52478,Office
NonResidential,Mixed Use Property,downtown,1909,3,0,20620,,38.40000153,1.01,Électricité & GazNaturel,98104.0,52478,Multifamily Housing
NonResidential,Hotel,downtown,1910,5,0,40552,99.0,34.0,1.31,GazNaturel,98104.0,52478,Hotel
NonResidential,Small- and Mid-Sized Office,downtown,1909,3,0,31432,,45.79999924,0.32,Électricité,98104.0,52478,Office
NonResidential,Retail Store,downtown,1917,2,0,24550,100.0,42.0,0.27,GazNaturel & Électricité,98104.0,52478,Retail Store
NonResidential,Other,central,1908,3,0,25864,,47.20000076,1.34,GazNaturel & Électricité,98122.0,42269,Social/Meeting Hall
NonResidential,Other,northeast,1924,3,0,20686,,63.90000153,2.06,GazNaturel & Électricité,98105.0,88239,Other - Lodging/Residential
NonResidential,Residence Hall,northeast,1929,3,0,22124,82.0,29.5,0.2,Électricité,98105.0,88239,Residence Hall/Dormitory
NonResidential,Residence Hall,northeast,1926,3,0,27487,82.0,63.79999924,2.4,GazNaturel,98105.0,88239,Residence Hall/Dormitory
NonResidential,Residence Hall,northeast,1926,4,0,23616,55.0,75.0,2.27,GazNaturel & Électricité,98105.0,88239,Residence Hall/Dormitory
NonResidential,Residence Hall,northeast,1976,3,0,33448,78.0,32.09999847,0.21,Électricité,98105.0,88239,Residence Hall/Dormitory
Nonresidential COS,Mixed Use Property,east,2005,2,7120,22388,,112.1999969,2.75,GazNaturel & Électricité,98122.0,98217,Other - Recreation
NonResidential,Senior Care Community,central,1987,2,0,74840,48.0,113.4000015,3.33,GazNaturel & Électricité,98122.0,98267,Senior Care Community
Nonresidential COS,Other,central,1913,3,0,20992,,93.19999695,4.99,GazNaturel,98144.0,98267,Performing Arts
NonResidential,K-12 School,central,1925,2,0,22344,40.0,74.5,2.47,GazNaturel & Électricité,98122.0,98267,K-12 School
NonResidential,University,east,1921,3,0,31900,,105.3000031,3.02,GazNaturel & Électricité,98121.0,98312,College/University
Nonresidential COS,Other,ballard,1950,2,0,29417,,61.09999847,1.91,GazNaturel & Électricité,98117.0,60215,Other - Recreation
NonResidential,Mixed Use Property,downtown,1909,3,0,49299,,90.90000153,0.19,Électricité,98104.0,60545,Office
NonResidential,Supermarket / Grocery Store,southwest,1997,1,0,31841,,426.6000061,12.69,GazNaturel & Électricité,98116.0,60871,Supermarket/Grocery Store
NonResidential,Mixed Use Property,east,1988,2,0,21036,,134.6000061,3.73,Électricité & GazNaturel,98122.0,53322,Parking
NonResidential,Mixed Use Property,northeast,1999,2,0,32928,9.0,172.1000061,1.2,Électricité,98105.0,53352,Parking
NonResidential,Warehouse,greater duwamish,1960,1,0,44476,33.0,37.09999847,0.67,Électricité & GazNaturel,98108.0,53672,Non-Refrigerated Warehouse
NonResidential,Small- and Mid-Sized Office,greater duwamish,1969,1,0,35017,66.0,46.40000153,0.77,Électricité & GazNaturel,98108.0,53672,Office
NonResidential,Residence Hall,northeast,1950,3,0,29084,66.0,67.0,2.09,GazNaturel & Électricité,98177.0,88239,Residence Hall/Dormitory
NonResidential,Worship Facility,southeast,1963,2,0,22952,98.0,23.70000076,0.84,GazNaturel,98144.0,38819,Worship Facility
NonResidential,Warehouse,greater duwamish,1976,1,0,21040,43.0,31.20000076,0.91,GazNaturel & Électricité,98108.0,53672,Non-Refrigerated Warehouse
NonResidential,Warehouse,greater duwamish,1951,2,0,28032,52.0,51.29999924,1.66,GazNaturel & Électricité,98108.0,53672,Non-Refrigerated Warehouse
NonResidential,Distribution Center,greater duwamish,1974,1,0,25620,82.0,25.5,0.8,GazNaturel & Électricité,98108.0,53672,Distribution Center
NonResidential,Warehouse,downtown,1992,3,0,33238,14.0,49.09999847,0.34,Électricité,98144.0,53916,Non-Refrigerated Warehouse
NonResidential,K-12 School,east,1912,4,0,27800,8.0,115.0,1.38,GazNaturel & Électricité,98104.0,53921,K-12 School
NonResidential,Large Office,downtown,2000,6,0,706176,82.0,59.09999847,0.13,Électricité,98104.0,55305,Office
NonResidential,Supermarket / Grocery Store,southwest,1998,1,0,33706,22.0,283.2999878,6.12,Électricité & GazNaturel,98136.0,56375,Supermarket/Grocery Store
NonResidential,Mixed Use Property,magnolia / queen anne,1961,2,0,37600,,65.90000153,2.49,GazNaturel,98119.0,74430,Non-Refrigerated Warehouse
SPS-District K-12,K-12 School,northwest,1954,1,0,42128,93.0,44.40000153,1.18,Électricité & GazNaturel,98177.0,74749,K-12 School
NonResidential,Other,east,1912,3,0,33708,,24.79999924,0.58,Électricité,98122.0,75025,Other
NonResidential,Other,north,1948,2,0,47237,,125.8000031,0.88,Électricité,98155.0,66323,Other
NonResidential,Supermarket / Grocery Store,northeast,1997,1,38585,38000,18.0,346.7000122,4.76,Électricité & GazNaturel,98115.0,67167,Supermarket/Grocery Store
NonResidential,Worship Facility,northeast,1938,3,0,26373,75.0,44.5,1.45,GazNaturel,98105.0,67467,Worship Facility
NonResidential,Small- and Mid-Sized Office,central,1956,2,0,75868,,47.5,0.33,Électricité,98122.0,41146,Office
NonResidential,Mixed Use Property,east,1947,2,0,21656,,74.30000305,2.4,GazNaturel & Électricité,98112.0,42324,Other - Entertainment/Public Assembly
Nonresidential COS,Distribution Center,magnolia / queen anne,1921,3,0,23040,,20.5,0.13,Électricité,98119.0,42329,Distribution Center
NonResidential,Other,magnolia / queen anne,1956,2,0,36771,,154.8999939,1.03,Électricité,98119.0,42329,Other
NonResidential,Warehouse,greater duwamish,1977,1,0,24024,,16.79999924,0.11,Électricité,98108.0,73279,Non-Refrigerated Warehouse
